full_text,labels,langauge,post type,abusive word,idiomatic express,Source
"Godiya ta tabbata ga Allah madaukakin Sarki da ya Albarkaci diyarku Nusaiba Attahiru Marnona da kammala hardar Alqur'ani Mai Girma tana shekara tara da wata shida da haihuwa, muna kara godiya gareshi akan wannan ni'imar, haka muna godiya ga Malamanta da suka taka muhimmiyar rawa wajen samun wannan gagarumar nasara, Allah ya saka masu da mafificin alkhairi.

Yan'uwa Muna neman ku sanyata a addu'oinku masu Albarka, Allah yasa ya zama sanadin tsira da cin nasarar duniya da lakhira.",positive,Hausa,religious,,,Facebook
"MA'ANAR NASARA GA MUMINI

Daga Malama Zeenatuddeen Ibraheem

""Nasara shine ka koma ga Allah (S) kana yardajje a wajensa, ba wai addinin Allah ya tabbata kana gani ba. Don yana iya yiwuwa lokacin da ake Gwagwarmayar kana da iklasi (Kana yi tsakani da Allah), kuma da a lokacin ka samu shahada Aljannar ka tsaf! To amma idan addini ya tabbata kana raye tunda ana cigaba da jaraba mu ne, in ka ci jarabawar farko ba yana nufin lazim zaka ci na gaba bane"".

""Kamar dai a makaranta ne, in ka ci wannan jarabawar ba sai kuma ka saki jiki kace tunda na ci shi kenan zan ta ci ba. A'a zaka yi ta ƙoƙari ne don gaba. To yana iya yiwuwa bayan addinin ya tabbata kana raye ka dawo kuma ba don Allah kake yi ba. Yanzu kuma kana son muƙami ko abin duniya ne. Ƙila kace ga wasu nan suna jin daɗi, kai ma kace yanzu kana son Shaƙiƙaninin ɗaɗin nan. Sai ka mance ma hadafin zuwa Duniyar, don haka nasara kawai shine ka koma ga Allah (S) kana yardajje (Ka cimma abin da ya kawo ka duniya dominsa)"".

– Malama Zinatuddeen Ibraheem a cikin jawabinta ga Harisawa ranar 28/9/2014.",positive,Hausa,religious,,,Facebook
"Maganar Sheikh Zakzaky ta sake tabbata, Janar Buhari ya gayyaci Amerika a kan ta dawo da runduna Soja na musamman mai suna AFRICOM domin wai su kawo tsaro.

Shaikh Ibraheem Zakzaky ya yi hasashen wannan ranar tun a shekaru 7 da suka gabata. Dangane da shirin Amurka na shigowa Afirka da musamman Nigeria

Don Allah Yan uwa su yada shi a ko ina, don farkar da al'ummar kasar nan.",neutral,Engausa,religious,,,Facebook
"LABARI DA Ɗumi Ɗumi: 

Alhamdu lillahi godiya ta tabbata ga Allah, kwamitin da ke tantance ƙarin sabbin limaman masallacin Ka'aba, da ake ɗauka a duk shekara ya zaɓi baƙar fata na farko daga Afrika wato babban limamin masallacin ƙasa dake Abuja Prof. Sheikh Ibrahim Maƙari a matsayin ɗaya daga cikin Limaman masallacin harami wato Ka'aba.

Lallai wannan babban abin alfahari ne ga dukkan musulman Najeriya da Afrika baki ɗaya, shi yasa aka ce a sanar da ɗaukacin al'ummar musulmi wannan labari don kowa da kowa ya taya Sheikh Ibrahim Maƙari murnar samun wannan matsayi.

Ɗon Allah ana buƙatar al'ummar musulmi duk wanda ya ci ƙaro da wannan labarin ya yi comments na fatan alheri ga malam sannan ya tura shi zuwa sauran groups don ƴan'uwa musulmi su ƙara yiwa malam murna da addu'a, muna fatan Allah yasa wannan matsayin daya samu ya amfani dukkan musulman Nijeriya da Afrika dama duniya baki ɗaya ameen, kar ku manta ku tura zuwa sauran groups.

Daga: Safara'u",positive,Engausa,religious,,,Facebook
"Dukkan yabo ya tabbata ga Allah. Babu abin bautawa da gaskiya sai Allah, mulki ya tabbata gare Shi, kuma yabo ya tabbata gare Shi, kuma Shi Mai iko ne bisa komai. 

Ya Ubangijina! Muna rokonka alherin da ke cikin wannan rana, da alherin da ke bayanta. Kuma muna neman tsarinka daga Sharrin da ke cikin wannan rana, da sharrin da ke bayanta. Ya Ubangijina! Muna neman tsari da Kai daga lalaci, da mummunan tsufa. Ya Ubangijina! Muna neman tsari da kai daga azaba a cikin wuta, da kuma azaba a cikin kabari. Allahumma Amin, Yaa Rabbil Aalamin!

Tsira da aminci su tabbata ga Daha dan Amina, Annabi Muhammad Sallallahu alaihi wasallam, da ahalin gidan sa.",positive,Hausa,religious,,,Facebook
"KARKASHIN KISAN MALAMIN ADDININ MUSULUNCI AKWAI MUNAFUNCI!

Da sunan Allah mai rahama mai jinkai.

Kowa dai ya wayi gari da alhinin abinda akai wa addinin musulunci na cutar wa da rashin imani da rashin tausayi wanda har yanzu musulmai suna tattare da wannan radadin.

A jiya laraba 24-08-2022 Shugaban kungiyar Izala ta kasa Sheik Abdullahi Bala Lau yayi Allah wadai da abinda ya faru na kashe malami da wasu tsinannun arna sukai ma malamin addinin musulunci,a wata hira da yayi a shafin BBC Hausa, inda yace"" Tabbas rasuwarsa babban gibi ne da al'ummar Musulmi kuma kisan ya nuna yadda Musulmi suke cikin hadari a kasar nan""

Sheick ya qara da cewa""Muna fatan gwamnatin tarayya zata dau matakin kan wadanda ake zargi matuqar an same su da laifi (wanda kuma tuni an tabbatar tunda sun fada da bakin su), mun tabbata da ace wani pastor aka kashe da yanzu ba wannan zancen ake ba, sbd hk ba zamu bar wnn abu ya tafi a banza ba kuma ba zamuyi shiru ba"".

Idan ba'a manta ba sakataren Jama'atul Nasrul Islam (JNI) Dr. Khalid Abubakar Aliyu yace"" lokacin da muka samun lbrn nan munyi matuqar girgiza sbd rashin tausayi da rashin imani da aka nuna,duk da kind hearted nature na musulunci da malamin ya nuna musu amma abin mamaki sukai masa fashi da makami suka hallaka shi amma duk da haka musulmai basu ayyana sa hannun kiristoci ba amma da ace a yankin d suke da rinjaye haka ta faru d yanzu kaji kungiyar CAN ta fara babatun cewar Musulmai yan ta'adda sun kashe mata malami sannan masu yada labarai sunta yada qarya kenan har zuwa inda baka tsammani.

""A wasu lokuta cikin shekarar 2008, an kashe Major General Idris Alkali a kauyen Du community a plateau state wadanda Birom ne kuma duk arna ne kiristoci suka jefa gawar rijiya, har yanzu bamu ji wani matakin da aka dauka b.

""Hakan ta qara faruwa a hanyar Rukuba, inda aka kashe mutum 22 suna kan hanyar su ta dawowa dg Bauchi duk da irin wannan kisan gillar al'ummar Musulmi basu ce zasu dauki doka a hannu b.

Allah ya kare Musulmi a duk inda suke",positive,Engausa,religious,,,Facebook
"MASOYA BUHARI SAI DAI KU YI HAKURI DOLE MU FADA MULKIN NAN NA BUHARI BABU KOMAI A CIKI SAI TALAUCI YUNWA DA BALA'IN ZUBAR DA JININ AL'UMMA...............!!!
...Umar Hassan Gololo...
Wallahi da ace Wannan Gwamnatin ta Buhari ta cika alkawuran da ta yiwa talakawan Nigeria na tabbata wadannan miyagun Malaman da magoya bayansa sun rinka bi lungu-lungu, sako-sako, birane da kauyukan Nigeria suna cewa ba a taba yin Gwamnati Mai cika alkawura da inganta rayuwar talakawan Nigeria irin ta Buhari ba,sai sun yiwa wadanda basu zabi Buhari ba gori su rinka cewa ai dama mun fada muku Baba Buhari aiki yazo, kuma shi kadai ne Mai gaskiya da kaunar talakawan Nigeria,idan Kuma ba haka ba a fada Mana wani..
Amma da yake Buhari ya gaza a kowane al'amari na mulkin Nigeria sai ga wadannan shaidanun suna yawo da karya da yaudara kala dabam-dabam suna cewa ai Buhari ba Allah bane,Kuma ai shi kadai ba zai iya gyara Nigeria ba,Kuma ai Mutanen Nigeria ne suka ki bashi hadin Kai,jiya sun zargi Bukola Saraki da Majalisa,Yau sun zargi wasu,gobe ma wasu zasu zarga da yiwa Buhari zagon kasa, alhali lokacin da yake kamfen ganinsa ake yi kamar wani mala'ika ko Manzo da Allahu Ta'ala ya aiko domin ceton al'umma.
Yanzu dai ta tabbata ga kowa cewa Buhari ya gaza da dukkanin ma'anar gazawa, dukkan tsare-tsaren Buhari ci baya yake jawowa Nigeria, dukkan motsin sa da sunan gyara Nigeria Kara jefa al'umma cikin bala'i da masifa yake Kara Yi.
Jihohin Arewa guda nawa ne Mutane suke kwana idonsu biyu a rufe.?
Kullum sai ka ji labarin ko dai Sojoji da 'Yansanda sun kashe Mutane ko Kuma ka ji labarin 'yan-ta'adda sun kashe daruruwan Mutane, Sojoji da 'Yansanda ko dai a Adamawa,Borno, Taraba, Kaduna, Katsina,Niger ko Sokoto da Zamfara.
Idan Kuma akwai cigaban da Gwamnatin Buhari ta samar wa talakawan Nigeria a rubuta Mana mu gani...",positive,Hausa,political,,,Facebook
"Bayan sace fasinjoji a jirgin kasa, sai gwamnatin tarrayya ta bawa wani kamfani dayake kawai yake takarda kwangila ta bada tsaro ga tashar ga wannan tashar.

Takardar CAC ta nuna cewa wani"" Alhaji Bala Balau"" an nada shi director a February aka kuma bada kwangila ga kamfanin da yake "" Inactive"" a August.

Amma su Engineer Kabiru Garba sunce ba magana bace mai muhimmanci, yinta bashi da amfani.

Kuma anjima ace so magance matsalar tsaro.",neutral,Engausa,security,,,Facebook
"Ranar Hausa Ta Duniya.

1. Ikon Allah Mai Gari Gwauro Talaka da Mata Huɗu

2. Yana Iya Da Abinda ya fi Ƙarfin Wuta inji Kishiyar Ƙonanna

3. Nan Gani Nan Bari Sadakin Agala.

Kowa ya harbo tasa karin maganar 😂😂😂

GOLDEN PEN 🖋",neutral,Engausa,social,,,Facebook
"Yau take ranar Hausa ta duniya ! Al'amarin ya rincaɓemun, na kasa rubuta komai dangane da yaren Hausa !

Duk da haka ina taya ƴan'uwana Hausawa murnar ranar Hausa ta duniya.

Ina alfahari da kasancewata Bahaushe !

Salisu A Farouk
26/8/2022",neutral,Hausa,social,,,Facebook
"Ranar Hausa ta Duniya da Kuma Sakon Juma'a. 

Kamar yadda muka sha faɗa, mata su na daga cikin kashin bayan ci gaban al'umma. Kuma wannan shi ne daya daga cikin manyan dalilan da yasa addini ya yi musu gata. Amma sai dai wannan gata ya na fuskantar tangarɗa musamman a Jahar Arewa (Kasar Hausa). 

Kamar yadda Mujaddadi Usmanu dan Fodiyo ya ke fada, dole a sanar da mace ilimi kala uku:

1. Ilimin addini: dole a sanar da ita game da kanta, al'ummar da take ciki da kuma Ubangijinta. 

2. Ilimin shari'a: wajibi ne a sanar da mace game da hakkokin ta a matsayin ta na mutum. 

3. Ilimin kasuwanci: a sanar da mace yadda za ta yi sana'a ko sarrafa dukiya. 

Duba da yanayin taɓarɓarewar al'amura da kuma tasirin mata a wurin tarbiyya da gina dan Adam, dole mu ƙara dubi ga yadda ake rainon 'ya mace da kuma yadda ake ƙarfafarta tun tana yarinya kafin ta zama mai rainon ita ma, musamman a ƙauyukan mu na Arewa.

Cigaban nan da muke nema ba zai zo ba sai mun dubi lamarin mata. Da yawan lokuta gwamnatoci da ƙungiyoyi ne na ƙasashen waje (NGOs) suke bijiro mana da tsare-tsare na kula da walwalar mata da kuma ilimintar da su. Akan fara wannan tsare-tsare zuwa wani lokaci a watsar. 

Ta yaya za ka taimaka wajen ƙarfafar mata? 

Ma fi karanci shi ne ta hanyar kula da matan da suke zagaye da kai (iyaye, yan uwa, mata na aure da kuma 'ya 'ya). Ka ƙarfafe su wajen NEMAN ILIMI, KOYON SANA'O'I da kuma TABBATAR MUSU DA YANCI. 

Macen da aka ƙarfafa ita ma ma za ta ƙarfafi wanda za ta raina.

Ahmad Muhammad Ahmad
#RanarHausa",positive,Hausa,education ,,,Facebook
"YAU TAKE RANAR HAUSA TA DUNIYA. 

A cikin wadannan wanne aka rubuta dai-dai? 

Shafin duniya yanada mabiya samada dubu dari hudu. 

2️⃣🔅Shafin Duniya yana da mabiya sama da dubu dari-hudu. 

3️⃣🔅Shafin duniya yana da mabiya sama da dubu dari hudu.",neutral,Hausa,social,,,Facebook
"Ranar Hausa

Zuwan ka banza, rashin zuwan ka banza wai dan ASUU yaga dan SSANU zaije office
😄🤗
By striking lecturers",neutral,Engausa,education ,,,Facebook
"Yayin da yau ake bikin Ranar Hausa ta Duniya, Kwamishinan Ilimin Jihar Bauchi da ke Najeriya, Dr. Aliyu Tilde ya rera wasu baituka domin karrama wannan rana kamar yadda za ku ji..",neutral,Hausa,social,,,Facebook
"RANAR HAUSA TA DUNIYA

✍️ Daga Tahir Tsamiya 

Kano ko Da me Ka zo An fi ka, in ba Kano ba, Ina zaka sami waɗannan Unguwannin? (Masu ƙarewa da haruffan 'wa') 

Adakawa, 
Kurmawa, 
Shirawa, 
Aikawa, 
Madigawa, 
Kabawa, 
Nassarawa, 
Badawa
Bacirawa 
Gobirawa 
Tokarawa 
Gezawa, 
Gabasawa, 
Warawa 
Tsanyawaya
Amarawa 
Babawa 
gambawa
Abasawa 
Warwarawa 
Garawa 1
Garawa 2
Gurin Gawa
Yarawa Tokarawa 
Gunduwawa 
Yarimawa
Larabaqa
Limawa 
Taliyawa 
Jahunawa 
Aujarawa (Aujarawar Alkaki )
Aujarawa (Aujarawar Madaci )
Haladawa 
Babawa 
Baburawa 
Saunawa 
Dabuwawa 
Ranawa
Doguwa
Rabawa
Imawa
Dabuwawa
Hardawa
Inusawa
Alkabawa, 
Amarawa, 
Hammarawa, 
Zainawa 
Gerawa 
Na'ibawa 
Indabawa
Agadasawa 
Maɗigawa, 
Tariwa
Gobirawa 
Daurawa 1
Daurawa 2
Takalmawa
Malamawa
Dungurawa
Alkamawa
Chalawa
Tukuntawa, 
darmanawa,
Hausawa 
Tammawa, 
Kwajalawa
Gunduwa, 
ketawa, 
dantsawa
Tsamawa, 
wudilawa, 
tsakuwawa, 
unguwawa, 
sha'iskawa, 
arewawa,
Yamadawa,
Kabagiwa 
Kwarwa 
Shamakawa
Umbawa
Walawa 
Farawa 
Mundubawa 
Inusawa,
Rummawa,
Kududdufawa,
Tsamawa.
Alkalawa 
Kundawa 
Kurawa 
Kurmawa 
Kadawa 
Kwakwatawa 
Kosawa 
Ranawa 
Garangamawa
Darerawa.
Magatawa, 
Batawa, 
Zaitawa 

Waɗannan a Taƙaice fa kenan, mu Ga namu, Idan akwai me irinsu Ya nuna ma na!😂😂

#TahirTsamiya
#RanarHausaTaDuniya

#Attasfiyah24",neutral,Hausa,social,,,Facebook
"#RanarHausa#Barka da Jumma’a, abokaina. Yau 26 ga watan Agusta ranar Hausa ce ta duniya. Duk da cewa ni basiniya ce, amma harshen hausa ya zama wani muhimmin bangare na rayuwata. Abin da malam Bahaushe ke cewa, wai da bazarsa nake rawa. Yanzu haka na shafe rabin shekaruna a duniya ina amfani da harshen Hausa. 
Wasu abokaina masu bibiyar shafina na kira ni da “Jakadiyar Hausa”, lallai wannan wani abin alfahari ne a gare ni, ina muku godiya sosai. A sa’i daya kuma ya kara min kaimi. Don haka, zan kara kokarin zama wata gada da ta kara fahimta tsakanin Hausawa da Sinawa. 
Yau za mu karasa wasu jimlolin karin magana tare da ku, albarkacin wannan rana.
Allah ya daukaka harshen Hausa, da al’adun Hausawa a fadin duniya. Allah ya kara dankon zumunci a tsakanin Sinawa da Hausawa. Amin.",neutral,Hausa,social,,,Facebook
"MASHA ALLAH
Munyi amfani da ranar Hausa anyi raha anyi nishadi. Don haka anan nake neman afuwar dukkan wanda Nayiwa ba daidai ba ya yafe min, Nima a nawa Bangaren na yafewa kowa.
Allah ta'ala ya yafe mana baki daya.Ngd
Naku Ismail Ibrahim Bulldozer.",neutral,Engausa,social,,,Facebook
"Gamu ga Allah;Biri a hannun maguzawa. 

#RanarHausa",neutral,Hausa,social,,Gamu ga Allah,Facebook
"Yauce Ranar HAUSA ta DUNIYA 
Ku Qarasamin wan Nan Karin maganar:-
""I Dan kaji Ana fada akan Abincin Gidan Suna.",neutral,Hausa,social,,,Facebook
"RANAR HAUSA: Abubuwan da
kuke bukatar sani a kan Ranar

• Wannan ranar dai ta samo asali ne a shekarar 2015 inda ma'aikacin sashen Hausa na BBC, Abdulbaki Aliyu Jari da wasu abokansa na shafukan sada zumunta suka ayyana ranar a matsayin ranar da masu magana da harshen Hausa za su hadu su tattauna ci gaba da kalubalen da harshen ke fuskanta a karni na 21.

• An zaɓi ranar 26 ga watan Augusta domin tuna ranar da aka ƙirƙiro haruffan ""ƙ"" da ""ɗ"" da ""ɓ"" wanda babu su a haruffan Turanci. 

• A kowace shekara idan ranar ta zagayo ma'abota shafukan sada zumunta ke yin amfani da tambarin #RanarHausa domin
tattaunawa da yin muhawara. 

• Daga bisani kuma a shekarar 2018 aka fara gudanar da bukuwa na zahiri a gidan ɗan Hausa da wasu ƙasashe a fadin duniya kamar Ghana.

• Wadanda suka ƙirƙiro wannan ranar sun ce sun yi haka ne domin tuna wa da al'ummar Hausa game da muhimmancin harshen da yadda za a ciyar da shi gaba. 

• Sannan kuma ranar ta kasance a matsayin wata rana da ake ƙalubalantar al'ummar Hausawa domin fiddo da sabbin bincike
da nazarce-nazarce domin habbaka harshen na Hausa. 

• Babbar nasarar da za a ce Ranar Hausa ta Duniya ta haifar ita ce haɗa kan al'ummar Hausawan duniya a duk inda suke. A
shekarar ta 2019, an gudanar da bikin Ranar Hausa a kashe 17, cikinsu har da Faransa da Saudiyya.

• Hausawa na haduwa a wannan rana domin sada zumunci da kuma tattaunawa a kan yadda za su taimaka wa juna.

BBC HAUSA
#RanarHausa 
#ranar
#ranarhausa2022
#RanarHausaTaDuniya
#Ranar_Hausa",positive,Hausa,social,,,Facebook
"Wuyar Aikin Ba'a Fara Ba, Dan Gwari Ya Rasa Office A Borno😂😂😂. 

Ranar Hausa Ta Duniya",neutral,Engausa,social,,Wuyar Aikin Ba'a Fara Ba,Facebook
"An ba kura ajiyar Akuya.
Fassara: An ba Mairo ajiyan nama.
#RanarHausa",neutral,Hausa,social,,An ba kura ajiyar Akuya,Facebook
"#RanarHausa 
An ce da Mahaukaci ""mun san ka fah"".
Ya ce, ""da kuka sanni me kuka tsinana min?""",neutral,Hausa,social,,,Facebook
"Kai kuma a su wa? Wanda ba shi da hula aƙalla guda 10 da murnar ranar Hausa.

Shiga sharo ba shanu, mai yawo ba hula da kawo karin magana.

#RanarHausa",neutral,Hausa,social,,,Facebook
"Ranar hausa ta duniya, kawo karin magana ɗaya sabuwa Banda tsohuwa, misali anayi dakai yafi ba, ayi dakai, daka mutu gw@ra kazama #Kare....",neutral,Hausa,social,,,Facebook
"*RANAR HAUSA*

*KARIN MAGANA*

*KOWA YABAR GIDA GIDA YABARSHI*

*DUK NISAN JIFA QASA SAIDAWO*

*DARUWAN CIKI AKEJAN NARIJIYA*

*NAGAJI DAGAFARA SA BANGA KAHOBA*

*ANABABBAKAR GIWA WAZAIJI KAURIN ZOMO*

*MUGANI AKAS ANCEWA KARE ANABIKI AGIDANSU*

*DUTSAN DAKE CIKIN WUTA BAISAN ANA RANABA*

*MAIHAQURI YANA DAFA DUTSE HARYASHA ROMANSA*

*TO YAN AMANA MUNA JIRAN NAKU*

*✍🏻✍🏻✍🏻BY auwal musa no love ❤️*",positive,Engausa,social,,KOWA YABAR GIDA GIDA YABARSHI  DUK NISAN JIFA QASA SAIDAWO  DARUWAN CIKI AKEJAN NARIJIYA  NAGAJI DAGAFARA SA BANGA KAHOBA  NAGAJI DAGAFARA SA BANGA KAHOBA      ANABABBAKAR GIWA WAZAIJI KAURIN ZOMO    MUGANI AKAS ANCEWA KARE ANABIKI AGIDANSU       DUTSAN DAKE CIKIN WUTA BAISAN ANA RANABA     MAIHAQURI YANA DAFA DUTSE HARYASHA ROMANSA,Facebook
"#ranarhausa2022

“#RanarHausa

Ranar Hausa an ka ce
Ba ranar batsa ba.

Kunya al'adarmu ce
Ba mu san zagi ba.

Karin magana ba ita ce
Kaɗai Hausa ba.

Mu ke da salon zance
Ba irin na saura ba.

Harshe ne tsaftatacce
Ba hauragiya ba.

Bahaushe yayin zance
Yana tauna laɓɓa.

Sakin baki ba alama ce
Ta zama Hausa ba.

Idan ranar ta kasance
Babu abun a yaba.

Ba ku da azancin zance
Sai halin yan daba.

Daga habaice-habaice
Da salon koya zamba.

Sai irin naku zaurance
Dake koyar da gaba.

Sai waɗannan tarkacen
Kalamai da suka saɓa.

Ashe kuwa da sai na ce
Bahaushe bai sa'a ba.

Sannan shi a al'adance
Bai gadon ƙwarai ba.

Kana na ce bai yi dace
Na tsarin harshe ba.

Waɗansu kuwa sa ce
Ba su ga komi ba.

Su ba su ga abun a ce
An hange shi ba.

A wannan rana a ce
Abun ayi koyi ba.

Wai me ma za mu ce
Shi muka zaɓa?

Cikin rubuce-rubucen
Ku da suka saɓa?

Wai me ma za mu ce
Idan mun yi gaba?

Dake nuni da al'ada ce
Abar yin maraba?

Daga duk wani zance
Da kuka rattaba?

Ai bai kamata ku ce
Kuna alfahari ba.

Don ko hakan alama ce
Ta ba ku san yaren ba.

Da dai za ku bambance
Abun da ba Hausa ba.

Ku faɗi me ya kebance
Yaren nan babba.

Ku faɗi mana a tarihance
Hausa ba dabo ba.

Ku sanar da mu a taƙaice
Hausa ba tai tsara ba.

Ku sanar mu a kwaɗaice
Irin kyaw na haiba.

Halin Baushen da kuka ce
Ba shi yin ƙeta da gaba.

Mallam Juhani
Alhamis
26 ga Agusta, 2021”.",positive,Hausa,social,,,Facebook
"Sabuwar karin magana

""Malam bai fahimci Buhari bane, Ɗan Shi'a ya samu tallafin Korona.""

#RanarHausa",neutral,Hausa,social,,,Facebook
"RANAR HAUSA TA DUNIYA KARIN MAGANA MUKE BUKATA KO AKWAI WANI ABUN DABAN?

Gaskiya a duk ranar Hausa ta Duniya 26/August, na kowacce shekara muna karuwa da karin magana, amma akwai abun da yake da muhimmanci wanda bama waiwayarsa.

Akwai tatsunuyoyi da a yanzu an fara mantawa dasu, wanda kuma wasunsu sun taskance mana gwalagwalan kalmominmu na Hausa, da Al,adarmu wacce a yanzu ta yi nisa damu. 

Da labaran Almara, labaran jarumai wanda suka shude, a wannan shekarar an samu wasu cigaba na tsara taruka da akai a Kano da Kaduna, kuma da haka da haka wata rana za' ai abun da sai ya shiga tarihi.

Amma yanda mutanan Sudan Hausawa suke shirya abubuwa lallai abun ya kamata a jinjina musu, Allah saka musu da Alkhairi.

#ranarhausa2022

Gabari",positive,Engausa,social,,,Facebook
"ASALIN TAGUWA 1

Jiya da na kai wa kakata Tasalla ziyara a ƙauye, sai na same ta zaune a ɗaki rungume da kaskon wuta tana ta ƙahon dandi. Muka gaisa, na samu wuri na zauna na fara raba ido a cikin ɗakin ina kallon tarkacen da tsohuwar nan ta tara. Ita har yanzu ba ta yarda ta rabu da wasu karikitan nata ba.

A can wata kusurwa ta bangon ɗakin na ga an jingine zunguru an kuma zube azargagi kusa da shi. A wani ɓanggaren kuma ga mazari bisa taskira har da abawa, ga kuma akwasa jingine. Na ga kuma gafaka rataye a jikin agalemin da aka kafe a bango. Hatta akushi da ƙoshiya tsohuwar nan ba ta watsar ba, ba maganar gidauniya da tarde ake yi ba. A ɗaya gefen kuma an girke tulu an rufe bakinsa da jemo ga kuma ɗan jallo kusa da shi. Da na ƙyalla ido wani saƙon sai na hangi shantu, na ce a raina lallai su Kaka an yi duniyanci.

Da na gama nazarin kayan ɗakin sai na ce mata, ""kaka sanyi kike ji hala, na ga kin tasa wuta gaba kamar za ki faɗa ciki?""

Ta ce, ""kai dai bari ɗan nan, wannan ruwa da ake shatatawa kwanan nan, ga kuma ɗan karen sanyi sai ka ce jaura ke wucewa, idan mutum ya yi sake sai a yi masa sakiyar da ba ruwa."" Ta jawo ɗan kindai daga tsariyar gado ta buɗe, ta ɗauki farsa ta cika bakinta. Ta dube ni ta ce, ""dube ka, ko taguwar kirki ma ba ka sanya ba. Ahir ɗinka da sanyi!""

Na dubi 'yar shet ɗin da ke jikina na yi dariya na ce, ""to ni tsoho ne kamarki da zan ji sanyi?""

Ta yi dariya, bakinta ya yi bajau ya fara ɗaukar ala. Ta ce, ""garin da za a me ake yi wa albada?"" Ta sake duba na ta ce, ""amma dai ka samu taguwar kirki ka riƙa sanyawa, ina amfanin wannan figaggiyar riga kamar ka roƙa?""

Na ce mata, ""yadda kike jin sanyi, to ni zafi nake ji, shi ya sa na sanya ta domin na sha iska.""

Ta ce, ""to ai wannan rigar Nasaru ce, ka kuwa ji an ce Nasara asarar duniya. Ka nemi 'yar shara ita ce taguwar Bahaushe ta shan iska.""

Na ce, ""to ita ma 'yar sharar ai ga Bature Bahaushe ya kwaikwaye ta.""

Ta tsarga yawu a cikin kurtu ta ce, ""yaro dai yaro ne. Ai ko da iska ya zo ya tarar da kaba na rawa. Ko da Bature ya zo ƙasar nan ya iske Bahaushe da cikakkiyar suturarsa, ba kamar wasu ƙabilun da ya tarar tumbur suna ɗaura ganyaye ba. Bari in ba ka tarihin asalin taguwa ka ji. Wani mutum ne mai suna...""

Na katse ta domin na san idan ta fara zuba, sai dare ya kwace mini ban sani ba. Na ce mata, ""yanzu babu lokacin jin wannan tarihi, kin ga rana har ta yi gora za ta fara ruɗa-kuyangi, ga hanyar taku babu kyau idan an yi ruwa, ko yanzu sai da kwiɓin bazawara ya yi kusa ya kayar da babur ɗina. Ga kuma rashin tsaro da ake fama da shi. Idan Allah ya kai mu jibi, amaryar wata, zan dawo na ji wannan tarihi.""

Na zaro kuɗi daga cikin aljihuna na miƙa mata, na ce ta sayi goro. Ta sa hannu ta kalmashe tana godiya, ta jawo mayani ta dunƙule kuɗin ta jefa ciki. Muka yi sallama, na ɗage asabari na fita daga ɗakin, na buga babur ɗina na nufi gari, kamar mil biyar daga ƙauyen, ina ta hirji a cikin zuciyata.

.
Menene ma'anar waɗannan kalmomi kamar yadda suka fito a cikin labarin?

1. Ƙahon dandi
2. Zunguru
3. Azargagi
4. Mazari
5. Taskira
6. Abawa
7. Akwasa
8. Gafaka
9. Agalemi
10. Akushi
11. Ƙoshiya
12. Gidauniya
13. Tarde
14. Jemo
15. Jallo
16. Shantu
17. Jaura
18. Kindai
19. Farsa
20. Albada
21. 'Yar shara
22. Kurtu
23. Ala
24. Ruɗa-kuyangi
25. Kwiɓin bazawara
26. Mayani
27. Tsariya
28. Asabari
29. Hirji
30. Amaryar wata

#RanarHausaTaDuniya

Bukar Mada 
26/08/2022",neutral,Hausa,social,,,Facebook
